x,y,y1,y2,y3,y4,y5,y6,y7,undefined,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25
1561932000,24.51,,24.47,,976,,1021,,,20.74,,16,,270.7,,8.61,,80.4,,,,,,25.01,,8.95,
1561935600,23.55,,23.51,,977,,1021,,,18.72,,10.9,,320.7,,5.261,,75.12,,,,,,24.75,,8.88,
1561939200,24.34,,24.09,,976,,1020,,,17.03,,8.6,,1.2890000000000001,,3.221,,65.14,,,,,,24.23,,8.78,
1561942800,24.74,,24.52,,975,,1019,,,15.26,,4.7,,25.06,,1.804,,57.07,,,,,,23.96,,8.83,
1561946400,24.23,,23.76,,974,,1018,,,14.66,,3.7,,55.54,,1.5630000000000002,,57.06,,,,,,23.34,,8.82,
1561950000,23.35,,23.32,,974,,1019,,,18.49,,8.5,,284.8,,3.344,,74.79,,,,,,21.87,,8.68,
1561953600,22.41,,22.29,,975,,1019,,,17.03,,3.5,,337.6,,1.994,,72.38,,,,3.301,,17.34,,8.68,
1561957200,22.84,,22.68,,975,,1019,,,15.41,,4.6,,328.5,,2.099,,63.79,,,,45.04,,15.91,,8.38,
1561960800,23.03,,23.05,,975,,1020,,,16.58,,5.5,,253,,3.782,,67.19,,,,262.1,,15.79,,8.47,
1561964400,22.86,,22.93,,976,,1020,,,16.42,,5.3,,243.2,,4.499,,66.96,,,,422.1,,15.95,,8.8,
1561968000,23.27,,23.32,,976,,1020,,,16.75,,4.4,,238.7,,2.767,,66.84,,,,581.9,,21.64,,9.01,
1561971600,23.9,,24.22,,976,,1020,,,16.3,,2.6,,196.2,,1.3259999999999998,,61.52,,,,726.1,,23.12,,8.47,
1561975200,24.25,,24.19,,975,,1019,,,17.26,,2,,207.8,,1.456,,65.67,,,,827,,23.2,,8.74,
1561978800,24.78,,24.84,,974,,1019,,,18.11,,2.2,,183.3,,1.4669999999999999,,66.47,,,,889,,24.28,,8.98,
1561982400,25.73,,25.78,,974,,1018,,,18.77,,2.7,,149.8,,1.635,,65.56,,,,902,,24.65,,8.72,
1561986000,26.12,,26.2,,973,,1018,,,19.68,,3.9,,149.2,,2.467,,67.93,,,,866,,24.76,,8.5,
1561989600,26.31,,26.17,,973,,1017,,,18.72,,5,,129.6,,3.071,,64.17,,,,831,,24.45,,8.73,
1561993200,26.58,,26.31,,973,,1017,,,20.21,,4.7,,123.9,,3.3739999999999997,,69.63,,,,640.6,,25.24,,8.62,
1561996800,26.74,,26.72,,972,,1016,,,22.45,,3.8,,149.9,,2.65,,77.92,,,,476.8,,22.59,,8.67,
1562000400,28.69,,28.58,,971,,1016,,,19.63,,3.2,,116.3,,1.396,,58.77,,,,88,,22.18,,8.78,
1562004000,28.82,,28.57,,972,,1017,,,19.18,,2.4,,89,,1.023,,57.18,,,,64.45,,23.69,,8.67,
1562007600,27.91,,27.69,,972,,1017,,,21.22,,2.5,,128.4,,1.318,,68.29,,,,9.36,,22.66,,8.34,
1562011200,27.89,,27.54,,973,,1017,,,20.56,,5.1,,147.4,,2.9610000000000003,,66.14,,,,,,23.58,,8.28,
1562014800,26.94,,26.8,,976,,1020,,,21,,17.5,,234.5,,3.423,,71.39,,,,,,23.72,,8.62,
1562018400,23.28,,23.29,,977,,1021,,,16.3,,16,,260.8,,9.34,,65.09,,,,,,23.96,,8.69,
1562022000,22.03,,22.02,,976,,1020,,,15.78,,4.6,,55.1,,1.92,,68.09,,,,,,24.29,,8.34,
1562025600,20.84,,20.76,,976,,1020,,,16.92,,2.3,,16.91,,1.1320000000000001,,78.9,,,,,,24.44,,8.65,
1562029200,21.22,,21.04,,975,,1020,,,16.13,,5.2,,335.9,,1.3330000000000002,,73.83,,,,,,24.32,,8.62,
1562032800,21.88,,21.91,,975,,1020,,,16.58,,5.9,,266.1,,3.923,,72.01,,,,,,24.22,,8.2,
1562036400,20.58,,20.54,,975,,1020,,,16.62,,3.5,,323.2,,1.395,,78.6,,,,,,23.91,,8.11,
1562040000,19.06,,18.81,,976,,1020,,,16.79,,2.1,,42.33,,1.025,,88.4,,,,6.412000000000001,,23.67,,8.57,
1562043600,19.36,,19.2,,976,,1020,,,16.2,,3.2,,4.12,,0.927,,83.1,,,,63.8,,23.52,,8.79,
1562047200,20.31,,20.36,,976,,1020,,,16.25,,4.4,,290.4,,1.639,,77.52,,,,172.6,,23.09,,9.13,
1562050800,20.4,,20.47,,976,,1020,,,16.12,,3.7,,279.4,,1.817,,76.36,,,,418.3,,22.74,,9.12,
1562054400,20.75,,20.83,,976,,1020,,,16.46,,2.9,,262.4,,2.045,,76.33,,,,571.9,,22.91,,9.79,
1562058000,21.04,,21.09,,975,,1019,,,16.77,,2.5,,237.5,,1.8,,76.57,,,,702.2,,22.66,,10.42,
1562061600,21.66,,21.75,,975,,1019,,,16.62,,2.4,,199,,1.4340000000000002,,72.91,,,,824,,22.94,,9.94,
1562065200,22.09,,22.47,,974,,1019,,,17.05,,2.4,,177.7,,1.18,,71.71,,,,952,,23.19,,9.59,
1562068800,22.88,,23.46,,974,,1018,,,17.27,,2.3,,191.8,,1.028,,68.48,,,,550.1,,23.3,,9.28,
1562072400,24.02,,24.12,,974,,1018,,,18.05,,3.6,,143.4,,2.695,,69.15,,,,914,,23.27,,9.32,
1562076000,24.04,,24.09,,973,,1017,,,18.34,,4.1,,136.5,,2.753,,70.55,,,,799.7,,23.35,,9.18,
1562079600,24.73,,25.08,,972,,1016,,,18.01,,1.5,,188.7,,1.183,,65.17,,,,632.9,,23.71,,9.23,
1562083200,25.34,,26.2,,972,,1016,,,18.35,,1.9,,196.1,,1.025,,62.34,,,,446.7,,23.95,,9.16,
1562086800,26.61,,26.44,,972,,1016,,,19.55,,4.3,,300,,1.286,,66.51,,,,289.8,,24.02,,9.25,
1562090400,28.1,,28.02,,972,,1016,,,18.13,,4.4,,59.38,,2.106,,55.16,,,,110.3,,23.94,,9.37,
1562094000,26.99,,26.99,,972,,1016,,,18.57,,3.2,,34.46,,1.2930000000000001,,60.25,,,,22.4,,24,,9.36,
1562097600,25.59,,25.46,,973,,1017,,,18.56,,2.8,,53.93,,1.399,,65.85,,,,,,23.94,,8.97,
1562101200,24.71,,24.59,,974,,1018,,,17.91,,3.9,,47.18,,1.6159999999999999,,66.58,,,,,,23.8,,9.13,
1562104800,24.22,,24.11,,973,,1018,,,17.03,,3.5,,47.43,,1.442,,64.84,,,,,,23.5,,9.03,
1562108400,23.77,,23.67,,974,,1018,,,16.69,,4.4,,67.28,,2.218,,65.15,,,,,,23.28,,9.28,
1562112000,23.52,,23.34,,974,,1018,,,16.3,,3.2,,39.42,,1.288,,64.82,,,,,,23.11,,9.25,
1562115600,23.47,,23.4,,974,,1018,,,16.99,,3,,338.6,,1.2429999999999999,,67.49,,,,,,23.35,,8.95,
1562119200,22.91,,22.8,,973,,1018,,,16.16,,4.5,,91.5,,1.474,,66.39,,,,,,23.23,,8.7,
1562122800,21.67,,21.65,,974,,1018,,,17.12,,5.6,,73.6,,2.6910000000000003,,75.74,,,,,,23.01,,8.72,
1562126400,21.62,,21.46,,973,,1018,,,15.79,,4.5,,52.11,,1.344,,70.36,,,,5.5520000000000005,,22.86,,8.82,
1562130000,21.53,,21.49,,973,,1018,,,14.65,,5.4,,58.36,,2.269,,65.26,,,,43.48,,22.87,,8.81,
1562133600,20.97,,20.94,,974,,1018,,,13.64,,5.7,,59.09,,2.344,,63.21,,,,87.6,,22.83,,8.66,
1562137200,21.2,,21.18,,974,,1019,,,13.1,,6.4,,63.91,,3.015,,60.17,,,,413.4,,22.74,,8.27,
1562140800,21.93,,21.96,,975,,1019,,,13.69,,6.6,,57.73,,2.915,,59.62,,,,238.3,,22.75,,8.58,
1562144400,21.92,,21.88,,975,,1019,,,13.75,,6.8,,62.57,,3.4760000000000004,,60.09,,,,120.9,,22.74,,8.62,
